passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,trep_driving_time
Arthur Nguyen,2017-07-17 09:31:31,2017-07-17 09:39:27,Cash,1,0.81,6.0,1.36,0.0,7.933333333333334
Kyle Love,2017-03-30 18:58:56,2017-03-30 19:07:36,Cash,2,1.37,7.5,1.86,0.0,8.666666666666666
Jay Lopez,2017-03-21 17:58:36,2017-03-21 18:14:57,Card,6,1.5,11.0,3.2,0.0,16.35
Pamela Stewart,2017-04-04 00:21:10,2017-04-04 00:30:05,Cash,1,2.92,10.5,2.36,0.0,8.916666666666666
Debbie Hurst,2017-03-04 18:10:14,2017-03-04 18:25:56,Cash,2,2.7,13.5,1.0,0.0,15.7
Albert Peterson,2017-09-07 22:26:23,2017-09-07 22:31:43,Cash,1,0.72,5.0,1.26,0.0,5.333333333333333
Teresa Jordan,2017-04-16 13:23:21,2017-04-16 13:54:39,Card,1,9.3,31.0,10.0,5.76,31.3
Michael Downs,2017-11-20 19:00:24,2017-11-20 19:12:50,Cash,2,1.5,9.5,1.5,0.0,12.433333333333334
Joshua Holmes,2017-09-28 12:01:54,2017-09-28 12:19:42,Cash,6,2.1,13.0,0.0,0.0,17.8
Christopher King,2017-05-31 15:26:25,2017-05-31 15:42:29,Card,1,2.0,11.5,2.45,0.0,16.066666666666666
Emily Long,2017-05-06 19:17:43,2017-05-06 19:39:23,Card,1,2.7,14.5,3.0,0.0,21.666666666666668
Jacob Jones,2017-10-01 13:00:39,2017-10-01 13:03:39,Cash,1,0.51,4.0,0.48,0.0,3.0
Jessica Hunt,2017-05-27 22:23:27,2017-05-27 22:34:22,Card,1,2.07,9.5,2.7,0.0,10.916666666666666
Jamie Mason,2017-10-31 23:36:35,2017-11-01 00:02:47,Card,1,2.13,15.5,3.36,0.0,26.2
Brandy Golden,2017-02-25 22:00:14,2017-02-25 22:11:00,Card,2,0.8,8.0,1.85,0.0,10.766666666666667
Bryan Bray,2017-03-26 21:36:16,2017-03-26 21:42:50,Card,3,0.91,6.0,1.46,0.0,6.566666666666666
Brady Harrison,2017-09-09 22:03:18,2017-09-09 22:24:26,Cash,1,5.57,20.0,0.0,0.0,21.133333333333333
Benjamin Lee,2017-02-03 19:10:56,2017-02-03 19:24:45,Card,2,1.5,10.0,2.35,0.0,13.816666666666666
Evan James,2017-02-22 10:26:13,2017-02-22 10:36:03,Cash,1,0.68,7.5,1.66,0.0,9.833333333333334
Rebecca Klein,2017-02-14 15:34:17,2017-02-14 15:48:19,Cash,1,1.6,10.0,2.15,0.0,14.033333333333333
Karla Pennington,2017-11-09 13:48:59,2017-11-09 14:01:15,Card,1,0.6,8.5,2.0,0.0,12.266666666666667
Cynthia Martin,2017-05-26 23:25:52,2017-05-26 23:47:53,Card,2,10.2,29.5,0.0,0.0,22.016666666666666
Adrian Perry,2017-09-11 18:23:43,2017-09-11 18:48:22,Card,1,2.7,16.5,1.5,0.0,24.65
Lisa Cooper DVM,2017-04-24 14:52:58,2017-04-24 15:42:50,Card,2,10.65,40.5,9.41,5.76,49.86666666666667
Sharon Alvarez,2017-02-11 16:34:56,2017-02-11 16:45:16,Cash,1,0.8,8.0,1.0,0.0,10.333333333333334
Yolanda Thomas,2017-11-13 20:28:47,2017-11-13 20:30:35,Card,1,0.33,3.5,0.0,0.0,1.8
Diana Ramirez,2017-11-17 21:25:39,2017-11-17 21:48:31,Cash,2,5.2,20.0,4.25,0.0,22.866666666666667
Cynthia Houston,2017-10-30 04:15:39,2017-10-30 04:24:05,Card,1,2.17,9.0,2.06,0.0,8.433333333333334
Julia Parker,2017-10-27 12:24:16,2017-10-27 12:30:30,Card,1,0.84,6.0,0.0,0.0,6.233333333333333
Doris Williams,2017-04-22 21:56:53,2017-04-22 22:31:16,Card,3,4.34,23.0,6.08,0.0,34.38333333333333
Julia Galvan,2017-04-21 08:38:23,2017-04-21 08:57:46,Card,1,1.7,12.5,2.65,0.0,19.383333333333333
Kendra Clark,2017-11-10 13:41:27,2017-11-10 13:47:33,Cash,1,0.8,6.0,1.0,0.0,6.1
Anna Martin,2017-02-21 18:27:37,2017-02-21 18:36:38,Cash,1,0.9,7.0,1.75,0.0,9.016666666666667
Steven Santos,2017-12-06 21:48:00,2017-12-06 22:18:09,Cash,4,7.42,26.0,5.46,0.0,30.15
Howard Ortiz,2017-02-06 08:07:01,2017-02-06 08:19:46,Card,1,1.95,10.5,1.5,0.0,12.75
Tyler Peterson,2017-12-22 09:30:29,2017-12-22 10:03:49,Card,1,6.94,27.5,0.0,0.0,33.333333333333336
Christina Ferguson,2017-10-18 09:32:11,2017-10-18 09:53:12,Card,1,1.7,13.5,0.0,0.0,21.016666666666666
Jessica Huber,2017-09-17 20:55:23,2017-09-17 21:00:51,Cash,1,1.2,6.0,0.0,0.0,5.466666666666667
Michelle Adams,2017-12-18 12:21:09,2017-12-18 12:24:09,Cash,1,0.74,4.5,0.0,0.0,3.0
Caitlin Hobbs,2017-10-22 02:03:52,2017-10-22 02:06:24,Card,1,0.7,4.5,0.5,0.0,2.533333333333333
Stephen Schaefer,2017-10-07 20:55:08,2017-10-07 21:06:57,Card,1,2.0,10.0,2.25,0.0,11.816666666666666
Lori Carroll,2017-03-17 08:30:14,2017-03-17 09:05:41,Cash,1,5.1,24.5,5.05,0.0,35.45
Tiffany Adams,2017-11-03 13:20:03,2017-11-03 13:34:53,Cash,1,1.9,11.0,0.0,0.0,14.833333333333334
Steven Douglas,2017-05-16 07:01:45,2017-05-16 07:05:52,Card,1,0.9,5.5,1.58,0.0,4.116666666666666
Jessica Weaver,2017-02-01 18:06:02,2017-02-01 18:14:19,Card,2,0.5,6.5,0.0,0.0,8.283333333333333
Louis Heath,2017-04-26 06:28:20,2017-04-26 06:42:33,Card,1,3.34,12.5,0.0,0.0,14.216666666666667
Mark Rodriguez,2017-10-12 15:18:35,2017-10-12 15:24:11,Card,3,0.48,5.5,1.26,0.0,5.6
Linda Mccarthy,2017-05-02 12:38:18,2017-05-02 13:00:07,Card,3,1.8,14.0,0.0,0.0,21.816666666666666
Cynthia Morgan,2017-05-19 17:45:49,2017-05-19 18:05:19,Card,2,2.9,14.5,3.7,0.0,19.5
Steven Conner,2017-11-13 18:37:15,2017-11-13 18:55:10,Cash,1,2.4,13.0,2.95,0.0,17.916666666666668
Alyssa Joseph,2017-02-03 10:26:09,2017-02-03 10:51:15,Card,2,9.24,28.5,0.0,5.54,25.1
Nicholas Meyer,2017-08-12 23:10:22,2017-08-12 23:17:22,Card,1,1.14,6.5,2.34,0.0,7.0
Shannon Martinez,2017-10-14 18:13:04,2017-10-14 18:46:00,Card,3,4.0,21.0,3.0,0.0,32.93333333333333
Christopher Moran,2017-03-09 22:38:48,2017-03-09 23:17:17,Cash,5,13.2,41.0,8.46,0.0,38.483333333333334
Richard Hart,2017-11-20 17:27:58,2017-11-20 18:30:51,Cash,2,18.1,52.0,0.0,5.76,62.88333333333333
John Faulkner,2017-12-03 15:46:55,2017-12-03 16:08:59,Cash,2,2.0,14.5,3.8,0.0,22.066666666666666
Amber Miller,2017-02-01 19:37:00,2017-02-01 19:53:52,Cash,1,3.0,13.0,0.0,0.0,16.866666666666667
Karen Conner,2017-04-13 19:52:41,2017-04-13 20:12:25,Card,1,1.2,12.5,2.85,0.0,19.733333333333334
Tyler Reyes,2017-10-14 01:05:50,2017-10-14 01:12:45,Card,1,1.7,7.5,1.75,0.0,6.916666666666667
Manuel Roth,2017-03-01 22:22:10,2017-03-01 22:41:04,Card,5,7.85,24.5,7.74,0.0,18.9
Brooke Andersen,2017-03-30 07:49:19,2017-03-30 08:04:00,Cash,1,1.74,11.0,0.0,0.0,14.683333333333334
Amanda Thomas,2017-03-13 06:45:14,2017-03-13 07:03:24,Card,2,5.8,19.5,0.0,5.54,18.166666666666668
Leslie Fisher,2017-10-08 08:43:21,2017-10-08 09:01:09,Cash,1,3.9,15.0,0.0,0.0,17.8
Matthew Wilson,2017-04-25 22:04:51,2017-04-25 22:09:51,Cash,6,0.31,5.0,0.0,0.0,5.0
Douglas Butler,2017-04-15 14:21:24,2017-04-15 14:56:58,Card,1,6.6,26.0,0.0,0.0,35.56666666666667
Jennifer Coffey,2017-04-21 08:07:31,2017-04-21 08:09:36,Card,2,0.37,3.5,0.86,0.0,2.0833333333333335
Kara Ward,2017-02-12 00:29:53,2017-02-12 00:54:24,Card,1,4.9,20.0,4.25,0.0,24.516666666666666
Natasha Price,2017-12-18 18:37:49,2017-12-18 19:03:22,Cash,1,5.85,20.5,3.34,0.0,25.55
Miranda Richardson,2017-05-21 23:28:27,2017-05-21 23:50:03,Card,2,6.5,21.5,4.55,0.0,21.6
Travis Tucker,2017-06-27 16:52:07,2017-06-28 16:49:57,Cash,1,15.6,52.0,0.0,0.0,1437.8333333333333
Adam Smith,2017-08-20 20:48:24,2017-08-20 20:53:46,Card,1,0.6,5.5,0.0,0.0,5.366666666666666
Jeff Ramos,2017-03-29 09:02:35,2017-03-29 09:22:37,Cash,2,2.52,14.0,2.96,0.0,20.033333333333335
John Edwards,2017-02-28 19:46:45,2017-02-28 20:09:20,Cash,1,3.39,16.5,4.58,0.0,22.583333333333332
William Diaz,2017-06-26 16:38:36,2017-06-26 16:40:23,Cash,3,0.4,3.5,0.0,0.0,1.7833333333333334
William Mosley,2017-08-17 20:01:08,2017-08-17 20:04:55,Cash,1,0.74,5.0,0.0,0.0,3.783333333333333
Lisa Gonzales,2017-05-24 07:14:15,2017-05-24 08:42:12,Card,3,20.79,52.0,10.0,5.76,87.95
Christopher Hall,2017-01-12 21:03:40,2017-01-12 21:16:35,Cash,2,4.1,14.5,4.74,0.0,12.916666666666666
Alexander Collins,2017-01-22 04:35:37,2017-01-22 04:35:45,Cash,1,1.7,52.0,0.0,0.0,0.13333333333333333
Timothy Thomas,2017-02-28 21:15:09,2017-02-28 21:20:12,Cash,5,0.68,5.0,0.63,0.0,5.05
Paula Richards MD,2017-04-25 22:36:56,2017-04-25 23:16:28,Cash,3,4.54,24.5,5.16,0.0,39.53333333333333
Melissa Riddle,2017-04-25 14:24:42,2017-04-25 14:27:33,Cash,1,0.3,4.0,0.0,0.0,2.85
Kerry Turner,2017-05-29 03:50:50,2017-05-29 03:58:33,Card,2,1.2,7.5,0.0,0.0,7.716666666666667
Eric Ware,2017-11-01 09:47:51,2017-11-01 10:42:56,Card,1,12.35,46.0,0.0,0.0,55.083333333333336
Kayla Oneal,2017-01-11 23:08:01,2017-01-11 23:26:03,Cash,1,7.2,22.0,4.65,0.0,18.033333333333335
Tina Howard,2017-09-19 15:10:14,2017-09-19 15:27:39,Card,1,0.9,7.0,0.0,0.0,17.416666666666668
Jose Meza,2017-09-20 14:53:31,2017-09-20 15:03:08,Card,2,1.45,8.0,0.0,0.0,9.616666666666667
Megan Bell,2017-06-07 15:15:49,2017-06-07 15:27:20,Cash,1,1.0,8.5,0.0,0.0,11.516666666666667
Brandy Ramirez,2017-05-02 22:19:52,2017-05-02 22:35:24,Cash,1,4.0,15.0,2.0,0.0,15.533333333333333
Ellen Franklin,2017-10-20 21:36:59,2017-10-20 21:49:58,Cash,1,1.3,9.5,0.0,0.0,12.983333333333333
April Richardson,2017-03-24 16:03:45,2017-03-24 16:10:00,Cash,1,1.06,6.5,1.24,0.0,6.25
Morgan Jones,2017-10-16 22:20:41,2017-10-16 22:44:08,Card,1,6.11,21.0,4.46,0.0,23.45
Peter Wright,2017-07-12 05:50:36,2017-07-12 05:53:07,Cash,1,0.47,4.0,0.53,0.0,2.5166666666666666
Kenneth Snyder,2017-10-31 18:05:47,2017-10-31 18:22:01,Card,1,2.1,11.5,3.3,0.0,16.233333333333334
Michele Li,2017-01-16 14:19:30,2017-01-16 14:26:21,Card,1,1.3,7.0,0.0,0.0,6.85
Charles Evans,2017-04-01 23:49:13,2017-04-02 00:04:06,Card,4,3.1,13.0,2.85,0.0,14.883333333333333
Michael Welch,2017-11-15 19:44:33,2017-11-15 20:03:58,Card,1,9.09,26.0,6.71,5.76,19.416666666666668
Jose Benitez,2017-12-10 18:26:35,2017-12-10 18:39:19,Cash,1,1.5,10.0,0.0,0.0,12.733333333333333
John Lopez,2017-12-06 14:43:54,2017-12-06 15:05:49,Cash,2,1.49,13.5,0.0,0.0,21.916666666666668
Karen Marquez,2017-03-03 09:47:18,2017-03-03 09:52:23,Cash,5,0.67,5.0,0.0,0.0,5.083333333333333
Patrick Newman,2017-09-26 19:28:21,2017-09-26 19:37:46,Cash,1,0.75,7.5,1.86,0.0,9.416666666666666
Christopher Smith,2017-09-14 05:45:11,2017-09-14 05:51:38,Cash,6,1.63,7.0,0.0,0.0,6.45
Rebecca Daniels,2017-04-12 17:34:26,2017-04-12 17:43:50,Card,1,1.2,7.5,1.0,0.0,9.4
Courtney Montes,2017-06-15 12:29:51,2017-06-15 12:32:10,Card,1,0.5,3.5,0.0,0.0,2.316666666666667
Daniel Smith,2017-12-13 12:10:23,2017-12-13 12:16:07,Cash,1,1.1,6.0,0.0,0.0,5.733333333333333
Joshua Peters,2017-06-24 18:01:33,2017-06-24 18:14:13,Cash,5,1.57,10.0,2.16,0.0,12.666666666666666
Christy Aguirre,2017-10-19 16:08:30,2017-10-19 16:38:16,Card,1,4.0,20.0,0.0,0.0,29.766666666666666
Jody Cole,2017-02-04 19:23:04,2017-02-04 19:29:42,Card,1,1.1,6.5,0.0,0.0,6.633333333333334
Heather Petty,2017-08-16 06:11:25,2017-08-16 06:22:36,Cash,2,2.18,9.5,2.06,0.0,11.183333333333334
Matthew Velasquez,2017-02-19 22:58:42,2017-02-19 23:12:03,Card,2,4.85,16.5,4.0,0.0,13.35
Chad Guerrero,2017-02-27 10:06:57,2017-02-27 10:32:28,Card,1,5.9,22.5,3.0,0.0,25.516666666666666
Teresa Pittman,2017-03-12 19:50:23,2017-03-12 19:54:14,Cash,1,0.78,5.0,0.7,0.0,3.85
Andrea Mcintyre,2017-05-12 14:34:23,2017-05-12 14:43:50,Card,1,1.61,8.5,1.55,0.0,9.45
Robert Cameron,2017-05-28 18:00:33,2017-05-28 18:19:47,Cash,5,3.47,14.5,3.82,0.0,19.233333333333334
Chelsea Wong,2017-07-11 08:39:49,2017-07-11 08:48:39,Cash,3,1.11,7.5,0.9,0.0,8.833333333333334
Ryan George,2017-06-01 19:48:59,2017-06-01 19:58:38,Card,1,1.7,8.5,2.58,0.0,9.65
Anita Oneill,2017-07-18 21:17:55,2017-07-18 21:28:04,Card,2,1.4,8.0,1.85,0.0,10.15
Dennis Gilmore,2017-02-05 18:05:09,2017-02-05 18:17:30,Card,2,2.61,11.0,2.36,0.0,12.35
Jake Hall,2017-04-08 23:48:13,2017-04-08 23:52:01,Cash,1,0.65,4.5,1.74,0.0,3.8
Joshua Conner,2017-05-06 19:23:49,2017-05-06 19:39:28,Card,3,1.6,11.0,0.0,0.0,15.65
Yesenia Morales,2017-10-05 15:41:54,2017-10-05 15:57:30,Cash,1,1.24,10.5,0.0,0.0,15.6
Joshua Edwards,2017-12-29 15:30:59,2017-12-29 15:50:31,Cash,3,2.16,13.5,0.0,0.0,19.533333333333335
Shelly Patrick,2017-02-18 19:44:18,2017-02-18 20:05:28,Card,4,2.2,14.0,1.0,0.0,21.166666666666668
Andrew Anderson,2017-11-16 16:30:56,2017-11-16 16:52:49,Cash,5,3.19,15.5,1.0,0.0,21.883333333333333
Jasmine Stewart,2017-03-08 08:55:48,2017-03-08 09:01:03,Cash,1,0.6,5.0,0.87,0.0,5.25
Miguel Mcclain,2017-07-21 16:37:55,2017-07-21 16:48:34,Card,1,2.2,10.0,1.0,0.0,10.65
Matthew Blair,2017-01-29 17:39:09,2017-01-29 17:50:44,Card,1,2.1,10.0,0.0,0.0,11.583333333333334
Rebecca Davis,2017-12-04 07:06:15,2017-12-04 07:49:30,Card,1,7.3,31.5,6.45,0.0,43.25
Laurie Harvey,2017-06-09 00:04:04,2017-06-09 00:29:37,Cash,2,3.6,18.5,3.95,0.0,25.55
Barbara Sullivan,2017-05-10 00:08:59,2017-05-10 00:30:17,Cash,1,8.85,27.0,7.08,0.0,21.3
Carrie Martin,2017-11-30 14:15:12,2017-11-30 14:18:20,Cash,1,0.5,4.5,0.0,0.0,3.1333333333333333
Linda Johnson,2017-07-14 14:48:16,2017-07-14 15:02:14,Cash,1,1.9,10.5,1.5,0.0,13.966666666666667
Chelsea Cox,2017-06-06 12:38:49,2017-06-06 13:06:24,Card,3,4.03,19.5,0.0,0.0,27.583333333333332
James Jones,2017-03-04 20:20:21,2017-03-04 20:38:35,Cash,1,2.81,13.5,2.96,0.0,18.233333333333334
Scott Rios,2017-12-20 20:17:35,2017-12-20 20:30:00,Cash,1,2.13,9.0,0.0,0.0,12.416666666666666
Pamela Warren,2017-03-06 02:31:43,2017-03-06 02:36:53,Card,1,0.98,6.0,1.46,0.0,5.166666666666667
Julie Christensen,2017-11-13 15:48:00,2017-11-13 15:51:23,Cash,1,0.39,4.0,0.0,0.0,3.3833333333333333
Chad Powell,2017-11-15 19:11:38,2017-11-15 19:18:29,Cash,1,1.0,6.0,1.25,0.0,6.85
Ashley Chavez,2017-11-05 13:17:24,2017-11-05 13:24:16,Card,5,1.98,7.5,1.66,0.0,6.866666666666666
Jennifer Mueller,2017-03-31 00:28:14,2017-03-31 00:32:30,Card,3,0.9,5.0,1.25,0.0,4.266666666666667
Brett Gutierrez,2017-01-24 12:53:26,2017-01-24 13:00:40,Card,1,1.27,7.0,1.56,0.0,7.233333333333333
Samantha Williams,2017-07-28 19:23:36,2017-07-28 19:27:27,Card,2,0.4,4.5,1.85,0.0,3.85
Rita Mccoy,2017-01-31 15:09:15,2017-01-31 15:29:26,Card,2,2.37,13.5,2.14,0.0,20.183333333333334
Sarah Larson,2017-02-07 07:58:48,2017-02-07 08:03:11,Cash,1,0.66,5.0,1.16,0.0,4.383333333333334
Robert Alexander,2017-08-23 14:03:38,2017-08-23 14:22:58,Cash,1,3.65,15.5,3.7,0.0,19.333333333333332
Amy Johnson,2017-05-04 19:53:42,2017-05-04 19:56:53,Card,1,0.5,4.5,1.15,0.0,3.183333333333333
Kristen Peterson,2017-01-27 17:40:08,2017-01-27 18:03:50,Card,1,5.73,21.5,6.99,0.0,23.7
Edward Strong,2017-05-13 03:08:09,2017-05-13 03:16:42,Cash,1,1.3,7.5,1.75,0.0,8.55
Timothy Hutchinson,2017-12-03 14:18:18,2017-12-03 14:37:29,Card,1,6.2,20.5,0.0,0.0,19.183333333333334
Jeremy Page,2017-09-10 10:58:50,2017-09-10 11:11:35,Cash,1,2.58,11.0,2.36,0.0,12.75
Frederick Davis,2017-02-08 09:19:01,2017-02-08 09:36:02,Cash,1,4.4,16.0,0.0,0.0,17.016666666666666
Robert Buckley,2017-11-17 13:26:54,2017-11-17 13:48:25,Cash,1,2.9,15.5,0.0,0.0,21.516666666666666
Holly Wilson,2017-07-18 14:21:48,2017-07-18 14:26:07,Cash,1,0.49,4.5,0.0,0.0,4.316666666666666
David Kennedy,2017-10-03 06:55:24,2017-10-03 06:59:57,Card,1,1.5,6.0,1.0,0.0,4.55
Nicole Andrews,2017-09-30 15:41:17,2017-09-30 15:54:39,Cash,1,1.02,9.5,2.06,0.0,13.366666666666667
Jennifer Vaughn,2017-11-06 23:51:19,2017-11-07 00:02:13,Card,1,2.0,10.0,0.0,0.0,10.9
Mark Snyder,2017-05-13 11:36:05,2017-05-13 11:45:20,Card,5,1.39,7.5,1.0,0.0,9.25
Brian Harris,2017-04-20 21:56:32,2017-04-20 22:09:34,Card,1,1.22,9.0,0.0,0.0,13.033333333333333
Katherine Vega,2017-04-24 17:36:23,2017-04-24 17:47:34,Cash,2,1.4,9.0,2.15,0.0,11.183333333333334
Shannon Williams,2017-09-05 14:11:14,2017-09-05 14:25:58,Cash,1,1.1,10.0,1.0,0.0,14.733333333333333
Richard Alvarez,2017-10-15 12:05:55,2017-10-15 12:12:17,Cash,1,1.69,8.0,0.0,0.0,6.366666666666666
Patrick Smith,2017-02-25 09:35:42,2017-02-25 09:45:45,Card,2,1.62,9.0,0.0,0.0,10.05
Peter Ford,2017-03-25 17:07:25,2017-03-25 17:14:20,Card,2,1.56,7.5,0.0,0.0,6.916666666666667
Paige Garcia,2017-03-23 12:48:24,2017-03-23 12:53:21,Card,1,0.4,5.0,1.15,0.0,4.95
Timothy Thompson,2017-02-01 19:00:44,2017-02-01 19:07:56,Card,1,0.94,6.5,1.0,0.0,7.2
Meghan Humphrey,2017-12-28 12:17:53,2017-12-28 12:27:05,Cash,1,0.97,7.5,0.0,0.0,9.2
Michelle Baker,2017-11-10 07:55:05,2017-11-10 08:02:05,Cash,1,0.83,6.5,1.0,0.0,7.0
Nicole Morales,2017-03-19 12:24:49,2017-03-19 12:30:46,Card,1,1.42,6.5,1.46,0.0,5.95
Jennifer Kim,2017-06-01 22:23:20,2017-06-01 22:37:34,Cash,1,3.84,14.0,3.06,0.0,14.233333333333333
Cassandra Powell,2017-09-26 08:42:12,2017-09-26 09:16:42,Card,1,8.3,30.0,6.15,0.0,34.5
Charles Fritz,2017-01-22 01:35:29,2017-01-22 01:46:38,Card,4,2.2,10.0,0.0,0.0,11.15
Reginald Scott,2017-01-26 11:00:07,2017-01-26 11:06:07,Card,1,0.96,6.0,1.7,0.0,6.0
Lori Martinez,2017-05-04 18:47:21,2017-05-04 19:07:09,Card,1,4.8,17.0,4.0,0.0,19.8
Brittney Moore,2017-09-12 17:41:33,2017-09-12 17:53:59,Card,1,1.9,10.0,1.0,0.0,12.433333333333334
Melissa Todd,2017-04-25 15:24:17,2017-04-25 15:47:00,Cash,1,2.55,15.0,0.0,0.0,22.716666666666665
Jessica Marshall,2017-02-27 21:52:43,2017-02-27 22:06:59,Card,1,3.03,12.0,0.0,0.0,14.266666666666667
Samuel Daugherty,2017-09-06 15:33:37,2017-09-06 15:39:27,Card,1,0.5,5.5,0.0,0.0,5.833333333333333
Mathew Herrera,2017-09-28 17:27:36,2017-09-28 17:30:37,Card,1,0.64,4.0,0.0,0.0,3.0166666666666666
Felicia Ferguson,2017-12-09 13:41:44,2017-12-09 13:59:58,Cash,2,2.65,13.5,1.43,0.0,18.233333333333334
Michael Schroeder,2017-09-15 19:01:38,2017-09-15 19:33:32,Cash,2,3.29,19.5,5.32,0.0,31.9
Sarah Zavala,2017-02-04 12:30:23,2017-02-04 12:36:23,Card,1,1.3,6.5,1.45,0.0,6.0
Gary Ray,2017-07-13 22:20:08,2017-07-13 22:21:47,Cash,5,0.6,4.0,1.06,0.0,1.65
Charles Robertson,2017-05-05 20:34:48,2017-05-05 20:49:45,Cash,2,2.1,11.5,2.55,0.0,14.95
Lauren Smith,2017-07-27 12:30:50,2017-07-27 12:39:54,Cash,1,1.06,7.5,1.66,0.0,9.066666666666666
Rachel White,2017-03-13 17:06:26,2017-03-13 17:16:19,Card,1,1.51,8.5,2.06,0.0,9.883333333333333
Luis Hall,2017-05-04 12:12:54,2017-05-04 12:24:12,Card,1,0.7,8.0,2.0,0.0,11.3
Ashley Ellis,2017-02-16 07:26:34,2017-02-16 07:46:01,Cash,1,4.05,16.5,2.0,0.0,19.45
Catherine Heath,2017-04-22 03:52:20,2017-04-22 03:56:29,Card,1,0.9,5.0,1.25,0.0,4.15
Lisa Ellis,2017-09-22 14:53:24,2017-09-22 14:59:29,Card,1,0.84,5.5,1.26,0.0,6.083333333333333
Jill Stanley,2017-12-07 12:39:14,2017-12-07 12:57:18,Cash,1,1.3,12.0,2.0,0.0,18.066666666666666
Warren George,2017-03-17 22:41:16,2017-03-17 22:42:43,Cash,1,0.1,3.0,0.0,0.0,1.45
Jack Leonard,2017-06-19 10:28:22,2017-06-19 10:43:31,Card,1,7.3,22.5,3.5,0.0,15.15
Jeffrey Jenkins,2017-12-15 19:44:19,2017-12-15 19:53:30,Cash,1,1.1,7.5,1.75,0.0,9.183333333333334
Emily Hall,2017-07-16 06:13:56,2017-07-16 06:22:50,Card,1,2.7,10.5,0.0,0.0,8.9
Gina Joseph,2017-10-20 23:37:01,2017-10-20 23:58:24,Cash,2,1.9,14.0,1.5,0.0,21.383333333333333
Cesar Steele,2017-10-11 12:39:34,2017-10-11 12:49:31,Card,1,1.3,8.0,1.75,0.0,9.95
Christopher Rush,2017-05-17 18:25:20,2017-05-17 18:43:56,Cash,1,1.1,12.0,2.0,0.0,18.6
Jamie Ryan,2017-12-02 20:39:31,2017-12-02 21:07:39,Cash,1,5.8,22.5,4.76,0.0,28.133333333333333
Tiffany Cooper,2017-12-17 15:10:59,2017-12-17 15:31:06,Card,1,4.56,18.0,0.0,0.0,20.116666666666667
Anthony White,2017-06-23 19:20:56,2017-06-23 19:40:12,Card,2,1.1,12.0,2.75,0.0,19.266666666666666
Aaron Reynolds,2017-02-26 18:29:55,2017-02-26 18:40:16,Cash,1,1.48,8.5,2.32,0.0,10.35
Leonard Smith,2017-03-11 11:14:53,2017-03-11 11:37:53,Card,1,15.76,52.0,11.67,5.54,23.0
Kevin Christensen,2017-06-15 15:32:57,2017-06-15 16:37:23,Cash,2,16.9,93.75,5.0,0.0,64.43333333333334
Christopher Jones,2017-10-13 10:45:40,2017-10-13 10:58:00,Card,1,6.6,20.5,3.0,0.0,12.333333333333334
Mikayla Clark,2017-10-15 12:47:09,2017-10-15 12:58:47,Card,2,2.47,11.0,0.0,0.0,11.633333333333333
Christine Bishop,2017-12-01 00:01:26,2017-12-01 00:06:32,Cash,2,0.6,5.0,0.0,0.0,5.1
Julie Turner,2017-11-10 19:55:18,2017-11-10 19:57:37,Card,5,0.37,3.5,1.0,0.0,2.316666666666667
Bryan Wilson,2017-11-10 21:18:12,2017-11-10 21:30:28,Card,2,2.71,11.0,1.0,0.0,12.266666666666667
Alison Lindsey,2017-10-12 08:35:55,2017-10-12 08:43:30,Card,1,1.0,7.0,1.55,0.0,7.583333333333333
Stacy Horn,2017-07-10 09:16:36,2017-07-10 09:31:14,Card,1,1.21,10.0,2.16,0.0,14.633333333333333
Lisa Bowman,2017-10-21 23:09:32,2017-10-21 23:20:50,Card,5,2.75,11.0,2.46,0.0,11.3
Brian Jones,2017-08-05 09:27:59,2017-08-05 09:41:32,Cash,2,1.36,10.0,2.16,0.0,13.55
Margaret Sims,2017-02-25 20:18:23,2017-02-25 20:27:27,Cash,2,0.77,7.0,1.7,0.0,9.066666666666666
Julian Miller,2017-08-30 19:55:16,2017-08-30 19:56:03,Card,2,0.26,3.0,0.0,0.0,0.7833333333333333
Stephanie Lopez,2017-12-17 01:08:20,2017-12-17 01:14:25,Card,1,1.5,7.0,2.05,0.0,6.083333333333333
Jeffrey Hopkins,2017-04-05 08:33:10,2017-04-05 08:36:18,Cash,1,0.4,4.0,0.95,0.0,3.1333333333333333
Kathryn Armstrong,2017-02-27 18:34:17,2017-02-27 19:20:02,Cash,2,22.79,52.0,0.0,5.54,45.75
Janet Duncan,2017-12-20 17:42:39,2017-12-20 19:09:56,Card,1,17.14,52.0,18.92,5.76,87.28333333333333
Jacob Austin,2017-01-25 17:09:31,2017-01-25 17:15:43,Cash,1,0.8,6.0,1.4,0.0,6.2
Samuel Shaw,2017-12-13 11:53:16,2017-12-13 12:13:46,Cash,1,2.5,14.0,0.0,0.0,20.5
Darren Washington,2017-02-25 22:10:12,2017-02-25 22:22:52,Card,1,2.4,11.0,1.2,0.0,12.666666666666666
Julie Morales,2017-05-17 18:32:30,2017-05-17 18:41:24,Cash,1,1.53,8.0,0.0,0.0,8.9
Regina Gordon,2017-05-11 13:41:45,2017-05-11 13:58:07,Cash,1,2.42,12.5,3.32,0.0,16.366666666666667
Mark Gross,2017-04-22 00:04:19,2017-04-22 00:08:44,Card,6,0.55,5.0,1.26,0.0,4.416666666666667
